No.000
 3/10 13:24:58,  32.9,  69.8,  58.3,  59.6,  20.0, 120.0,  0.02,  499,   13,  20.0
 3/10 13:25:04,  32.8,  69.8,  58.1,  59.3,  20.0, 120.0,  0.01,  500,   13,  20.0
 3/10 13:25:12,  32.8,  69.8,  57.8,  59.0,  20.0, 120.0,  0.01,  501,   13,  20.0
 3/10 13:25:18,  32.7,  69.8,  57.6,  58.8,  20.0, 120.0,  0.02,  499,   12,  20.0
 3/10 13:25:23,  32.6,  69.8,  57.3,  58.6,  20.0, 120.0,  0.01,  502,   14,  20.0
 3/10 13:25:29,  32.5,  69.8,  57.1,  58.4,  20.0, 120.0,  0.02,  497,   13,  20.0
 3/10 13:25:35,  32.5,  69.8,  56.9,  58.1,  20.0, 120.0,  0.02,  500,   13,  20.0
 3/10 13:25:43,  32.4,  69.8,  56.5,  57.7,  20.0, 120.0,  0.01,  505,   12,  20.0
 3/10 13:25:50,  32.3,  69.8,  56.3,  57.5,  20.0, 120.0,  0.02,  503,   13,  20.0
 3/10 13:25:56,  32.2,  69.8,  56.1,  57.3,  20.0, 120.0,  0.01,  499,   13,  20.0
 3/10 13:26:04,  32.1,  69.8,  55.8,  57.0,  20.0, 120.0,  0.02,  503,   12,  20.0
 3/10 13:26:11,  32.0,  69.8,  55.5,  56.7,  20.0, 120.0,  0.02,  501,   13,  20.0
 3/10 13:26:18,  31.9,  69.8,  55.3,  56.5,  20.0, 120.0,  0.02,  500,   13,  20.0
 3/10 13:26:23,  31.8,  69.8,  55.1,  56.2,  20.0, 120.0,  0.02,  499,   13,  20.0
 3/10 13:26:29,  31.7,  69.8,  54.9,  56.0,  20.0, 120.0,  0.02,  501,   12,  20.0
 3/10 13:26:36,  31.7,  69.8,  54.7,  55.8,  20.0, 120.0,  0.02,  500,   12,  20.0
 3/10 13:26:42,  31.7,  69.8,  54.4,  55.5,  20.0, 120.0,  0.02,  500,   14,  20.0
 3/10 13:26:48,  31.6,  69.8,  54.2,  55.4,  20.0, 120.0,  0.01,  502,   13,  20.0
 3/10 13:26:55,  31.5,  69.8,  54.0,  55.1,  20.0, 120.0,  0.01,  497,   12,  20.0
 3/10 13:27:03,  31.5,  69.8,  53.8,  54.9,  20.0, 120.0,  0.02,  497,   13,  20.0
 3/10 13:27:09,  31.4,  69.8,  53.5,  54.6,  20.0, 120.0,  0.01,  503,   13,  20.0
 3/10 13:27:15,  31.4,  69.8,  53.4,  54.4,  20.0, 120.0,  0.02,  498,   13,  20.0
 3/10 13:27:22,  31.3,  69.8,  53.1,  54.2,  20.0, 120.0,  0.02,  500,   13,  20.0
 3/10 13:27:30,  31.2,  69.8,  52.8,  53.9,  20.0, 120.0,  0.02,  499,   13,  20.0
 3/10 13:27:37,  31.1,  69.8,  52.6,  53.7,  20.0, 120.0,  0.01,  499,   13,  20.0
 3/10 13:27:42,  31.1,  69.8,  52.4,  53.5,  20.0, 120.0,  0.01,  504,   13,  20.0
 3/10 13:27:48,  31.0,  69.8,  52.2,  53.3,  20.0, 120.0,  0.02,  501,   13,  20.0
 3/10 13:27:56,  31.0,  69.8,  52.0,  53.1,  20.0, 120.0,  0.02,  499,   11,  20.0
 3/10 13:28:02,  30.9,  69.8,  51.8,  52.9,  20.0, 120.0,  0.01,  502,   11,  20.0
 3/10 13:28:07,  30.9,  69.8,  51.6,  52.7,  20.0, 120.0,  0.01,  499,   11,  20.0
 3/10 13:28:16,  30.8,  69.8,  51.3,  52.5,  20.0, 120.0,  0.02,  502,   14,  20.0
 3/10 13:28:21,  30.7,  69.8,  51.2,  52.3,  20.0, 120.0,  0.01,  501,   13,  20.0
 3/10 13:28:27,  30.6,  69.8,  51.0,  52.1,  20.0, 120.0,  0.02,  502,   14,  20.0
 3/10 13:28:34,  30.7,  69.8,  50.8,  51.9,  20.0, 120.0,  0.01,  499,   13,  20.0
 3/10 13:28:40,  30.7,  69.8,  50.7,  51.7,  20.0, 120.0,  0.01,  500,   14,  20.0
 3/10 13:28:46,  30.6,  69.8,  50.4,  51.5,  20.0, 120.0,  0.02,  499,   13,  20.0
 3/10 13:28:52,  30.6,  69.8,  50.2,  51.3,  20.0, 120.0,  0.02,  500,   13,  20.0
 3/10 13:29:00,  30.5,  69.8,  50.0,  51.1,  20.0, 120.0,  0.02,  497,   14,  20.0
 3/10 13:29:06,  30.5,  69.8,  49.9,  50.9,  20.0, 120.0,  0.01,  500,   12,  20.0
 3/10 13:29:12,  30.4,  69.8,  49.7,  50.8,  20.0, 120.0,  0.02,  502,   11,  20.0
 3/10 13:29:18,  30.3,  69.8,  49.5,  50.5,  20.0, 120.0,  0.02,  498,   11,  20.0
 3/10 13:29:26,  30.3,  69.8,  49.4,  50.4,  20.0, 120.0,  0.02,  499,   13,  20.0
 3/10 13:29:31,  30.2,  69.8,  49.2,  50.2,  20.0, 120.0,  0.01,  499,   14,  20.0
 3/10 13:29:37,  30.3,  69.8,  49.0,  50.0,  20.0, 120.0,  0.01,  502,   13,  20.0
 3/10 13:29:44,  30.2,  69.8,  48.8,  49.9,  20.0, 120.0,  0.02,  504,   13,  20.0
 3/10 13:29:49,  30.1,  69.8,  48.7,  49.7,  20.0, 120.0,  0.02,  501,   11,  20.0
 3/10 13:29:56,  30.1,  69.8,  48.5,  49.5,  20.0, 120.0,  0.02,  499,   11,  20.0
 3/10 13:30:03,  30.0,  69.8,  48.4,  49.3,  20.0, 120.0,  0.02,  497,   11,  20.0
 3/10 13:30:10,  29.9,  69.8,  48.1,  49.1,  20.0, 120.0,  0.02,  497,   12,  20.0
 3/10 13:30:17,  29.9,  69.8,  47.9,  48.9,  20.0, 120.0,  0.02,  499,   10,  20.0
 3/10 13:30:24,  29.9,  69.8,  47.7,  48.7,  20.0, 120.0,  0.01,  500,   12,  20.0
 3/10 13:30:30,  29.9,  69.8,  47.6,  48.6,  20.0, 120.0,  0.01,  498,   13,  20.0
 3/10 13:30:37,  29.8,  69.8,  47.4,  48.4,  20.0, 120.0,  0.02,  498,   11,  20.0
 3/10 13:30:44,  29.8,  69.8,  47.3,  48.2,  20.0, 120.0,  0.02,  499,   11,  20.0
 3/10 13:30:50,  29.7,  69.8,  47.1,  48.1,  20.0, 120.0,  0.02,  498,   13,  20.0
 3/10 13:30:55,  29.7,  69.8,  47.0,  47.9,  20.0, 120.0,  0.02,  500,   14,  20.0
