項次,日期,時間,丙烯儲槽溫度,反應器溫度(底),反應器溫度,反應器溫度,反應器溫度,反應器溫度,反應器溫度(頂),反應器出口冷卻溫度,反應器CHP25%入口加熱帶溫度,出料加熱帶溫度,丙烯儲槽壓力,丙烯pump出口壓力,丙烯pump出口至反應器管線壓力,CHP25% 儲槽壓力,氣液分離槽壓力,CHP25%儲槽液位,氮氣質量流量計,背壓閥壓力,氣體質量流量計,反應器入口丙烯加熱帶,氣體質量流量計總量,反應器壓力差,CHP25% pump出口至反應器壓力,WHSV
單位,年月日,時分秒,℃,℃,℃,℃,℃,℃,℃,℃,℃,℃,Kg/cm2,Kg/cm2,Kg/cm2,Kg/cm2,Kg/cm2,mm,g/hr,Kg/cm2,g/hr,℃,g,Kg/cm2,Kg/cm2,h-1
範圍,每天,,0-50,0-200,0-200,0-200,0-200,0-200,0-200,0-100,0-100,0-100,0-50,0-100,0-100,0-10,0-10,0-500,0-200,0-100,0-250,0-100,0-300,0-10,0-100,0-15
,Date,Time,TI-101,TI-102,TI-103,TI-104,TI-105,TI-106,TI-107,TI-108,TIC-101,TI-301,PI-101,PI-102,PI-103,PI-301,PI-104,LI-301,FIC-201,PIC-101,FI-101,TIC-102,FI-101 TR,DPI-101,PI-302,(尚未建立)
,2016/8/1,13:55:26,132,84.7,84.1,84.8,85.1,85.7,82.4,28.1,0,0,16.3,30.8,30.8,1.1,21.3,192,0,30.1,74.8,22.8,10,0.7,,
,2016/8/1,13:55:46,131,84.7,84.1,84.8,85.1,85.7,82.4,28.1,0,0,16.3,30.8,30.8,1.1,21.3,192,0,30.1,93.5,22.8,11,0.7,,
,2016/8/1,13:56:06,132,84.7,84.1,84.8,85.2,85.7,82.4,28.1,0,0,16.2,30.7,30.8,1.2,21.3,193,0,30,133.8,22.8,11,0.9,,
,2016/8/1,13:56:26,131,84.7,84.1,84.8,85.1,85.7,82.4,28.1,0,0,16.2,30.7,30.9,1.1,21.3,192,0,30.1,132.3,22.8,12,0.8,,
,2016/8/1,13:56:46,131,84.7,84.1,84.8,85.1,85.6,82.4,28.1,0,0,16.2,30.8,30.8,1.2,21.3,192,0,30.1,132.3,22.8,13,0.7,,
,2016/8/1,13:57:06,131,84.7,84.1,84.8,85,85.6,82.4,28,0,0,16.3,30.7,30.7,1.1,21.3,191,0,30.1,132.8,22.8,13,0.6,,
,2016/8/1,13:57:26,131,84.7,84.1,84.8,85.1,85.6,82.4,28.1,0,0,16.3,30.9,30.9,1.2,21.3,193,0,30.2,104.1,22.8,14,0.8,,
,2016/8/1,13:57:46,131,84.7,84.1,84.8,85.1,85.7,82.4,28.1,0,0,16.2,30.8,30.8,1.1,21.3,192,0,30,100.9,22.8,15,0.7,,
,2016/8/1,13:58:06,132,84.7,84.1,84.8,85.2,85.6,82.5,28.2,0,0,16.3,30.8,30.8,1.2,21.3,192,0,30.2,86,22.8,15,0.5,,
,2016/8/1,13:58:26,131,84.7,84.1,84.8,85.1,85.6,82.4,28,0,0,16.3,30.7,30.8,1.2,21.3,191,0,30.1,90.3,22.8,16,0.7,,
,2016/8/1,13:58:46,131,84.7,84.1,84.8,85,85.6,82.3,28,0,0,16.3,30.6,30.7,1.2,21.3,192,0,30,93.8,22.8,16,0.5,,
,2016/8/1,13:59:06,131,84.7,84.1,84.8,85.1,85.7,82.5,28.1,0,0,16.2,30.9,31,1.2,21.3,192,0,30.2,0,22.8,17,0.8,,
,2016/8/1,13:59:26,131,84.6,84.1,84.8,85,85.6,82.4,28,0,0,16.3,30.5,30.6,1.1,21.3,191,0,29.9,0,22.8,17,0.7,,
,2016/8/1,13:59:46,131,84.6,84.1,84.8,85.1,85.7,82.5,28.1,0,0,16.1,30.7,30.8,1.2,21.3,192,0,30,0,22.8,17,0.8,,
,2016/8/1,14:00:06,131,84.6,84.1,84.8,85.2,85.7,82.5,28.2,0,0,16.2,30.6,30.7,1.1,21.3,192,0,29.9,0,22.8,17,0.8,,
,2016/8/1,14:00:26,131,84.6,84.1,84.8,85.1,85.7,82.5,28.2,0,0,16.2,30.9,30.9,1.1,21.3,192,0,30.2,0,22.8,17,0.8,,
,2016/8/1,14:00:46,131,84.7,84.1,84.8,85.1,85.6,82.4,28.1,0,0,16.3,30.6,30.7,1,21.3,192,0,30,0,22.8,17,0.7,,
,2016/8/1,14:01:06,131,84.6,84.1,84.8,85.1,85.7,82.4,28.2,0,0,16.2,30.6,30.6,1.2,21.3,191,0,30,0,22.8,17,0.6,,
,2016/8/1,14:01:26,131,84.6,84.1,84.8,85,85.5,82.4,28.1,0,0,16.2,30.7,31,1.3,21.3,192,0,30.2,0,22.8,17,0.7,,
,2016/8/1,14:01:46,130,84.6,84.1,84.8,85.1,85.6,82.4,28.2,0,0,16.3,30.8,30.8,1,21.3,191,0,30.2,0,22.8,17,0.6,,
,2016/8/1,14:02:06,131,84.7,84.1,84.8,85,85.6,82.4,28.2,0,0,16.3,30.6,30.8,1.1,21.3,191,0,30,0,22.8,17,0.8,,
,2016/8/1,14:02:26,131,84.7,84.1,84.8,85,85.6,82.4,28.2,0,0,16.3,30.8,30.8,1.1,21.3,192,0,30.1,0,22.8,17,0.7,,
,2016/8/1,14:02:46,131,84.7,84.1,84.8,85.1,85.6,82.4,28.3,0,0,16.2,30.9,30.9,1.1,21.3,191,0,30.3,0,22.8,17,0.6,,
,2016/8/1,14:03:06,130,84.7,84.1,84.8,85.1,85.6,82.4,28.2,0,0,16.2,30.6,30.7,1.1,21.3,191,0,30,0,22.9,17,0.7,,
,2016/8/1,14:03:26,131,84.7,84.1,84.8,85.1,85.6,82.4,28.3,0,0,16.3,30.6,30.7,1.2,21.3,191,0,30.1,0,22.9,17,0.6,,
,2016/8/1,14:03:46,130,84.7,84.1,84.8,85,85.6,82.4,28.3,0,0,16.3,30.8,30.8,1.2,21.3,191,0,30.2,0,22.9,17,0.7,,
,2016/8/1,14:04:06,130,84.7,84.1,84.8,85.1,85.6,82.5,28.3,0,0,16.2,30.7,30.8,1.1,21.3,191,0,30,0,22.9,17,0.8,,
,2016/8/1,14:04:26,130,84.7,84.1,84.8,85.1,85.7,82.5,28.3,0,0,16.2,30.8,30.8,1.1,21.3,191,0,30.1,0,22.8,17,0.7,,
,2016/8/1,14:04:46,130,84.7,84.1,84.8,85.1,85.7,82.5,28.3,0,0,16.1,30.8,30.9,1.1,21.3,191,0,30.2,0,22.8,17,0.7,,
,2016/8/1,14:05:06,131,84.7,84.1,84.8,85,85.7,82.5,28.3,0,0,16.2,30.5,30.7,1.1,21.3,191,0,30,0,22.8,17,0.7,,
,2016/8/1,14:05:26,130,84.7,84,84.8,85.1,85.7,82.5,28.3,0,0,16.1,30.7,30.8,1.2,21.3,191,0,30.1,0,22.8,17,0.8,,
,2016/8/1,14:05:46,130,84.7,84.1,84.8,85.1,85.8,82.5,28.3,0,0,16.2,31,30.9,1.2,21.3,191,0,30.2,0,22.8,17,0.7,,
,2016/8/1,14:06:06,130,84.7,84.1,84.7,85.1,85.6,82.5,28.3,0,0,16.2,30.6,30.6,1.1,21.3,191,0,30,0,22.8,17,0.6,,
,2016/8/1,14:06:26,131,84.7,84,84.7,85.1,85.7,82.5,28.3,0,0,16.2,30.5,30.4,1.3,21.3,191,0,29.9,0,22.8,17,0.5,,
,2016/8/1,14:06:46,130,84.6,84.1,84.8,85.1,85.7,82.6,28.4,0,0,16.2,30.8,31,1.2,21.3,191,0,30.2,0,22.8,17,0.8,,
,2016/8/1,14:07:06,131,84.6,84.1,84.7,85,85.7,82.6,28.3,0,0,16.2,30.8,30.9,1.3,21.3,191,0,30.2,0,22.8,17,0.7,,
,2016/8/1,14:07:26,131,84.6,84.1,84.7,85,85.6,82.5,28.4,0,0,16.3,30.7,30.7,1.1,21.3,191,0,30,0,22.8,17,0.8,,
,2016/8/1,14:07:46,131,84.6,84.1,84.8,85,85.6,82.5,28.3,0,0,16.2,30.8,30.9,1.2,21.3,191,0,30.1,0,22.8,17,0.8,,
,2016/8/1,14:08:06,131,84.6,84,84.8,85,85.6,82.6,28.4,0,0,16.2,30.6,30.7,1.1,21.3,191,0,29.9,0,22.8,17,0.8,,
,2016/8/1,14:08:26,131,84.6,84.1,84.8,85.1,85.7,82.7,28.4,0,0,16.2,30.7,30.7,1,21.3,191,0,30,0,22.8,17,0.7,,
,2016/8/1,14:08:46,132,84.7,84.1,84.8,85,85.7,82.7,28.4,0,0,16.2,31,31.2,1.2,21.3,191,0,30.3,0,22.8,17,0.8,,
,2016/8/1,14:09:06,132,84.7,84.1,84.8,85.1,85.7,82.8,28.4,0,0,16.1,30.8,30.8,1.1,21.3,190,0,30.1,0,22.8,17,0.7,,
,2016/8/1,14:09:26,131,84.6,84,84.7,85.1,85.7,82.8,28.4,0,0,16.2,30.7,30.6,1.2,21.3,191,0,30,0,22.7,17,0.6,,
,2016/8/1,14:09:46,132,84.7,84.1,84.8,85.1,85.6,82.8,28.4,0,0,16.3,30.8,31,1.1,21.3,190,0,30.2,0,22.8,17,0.8,,
,2016/8/1,14:10:06,132,84.7,84.1,84.8,85,85.6,82.8,28.4,0,0,16.1,30.4,30.6,1.2,21.3,190,0,29.9,0,22.8,17,0.7,,
,2016/8/1,14:10:26,132,84.7,84.1,84.8,85.1,85.6,82.8,28.4,0,0,16.2,30.8,30.8,1.2,21.3,191,0,30,0,22.8,17,0.8,,
,2016/8/1,14:10:46,132,84.7,84.1,84.8,85.1,85.7,83,28.5,0,0,16.2,30.9,30.9,1.1,21.3,191,0,30.2,0,22.8,17,0.7,,
,2016/8/1,14:11:06,132,84.7,84.1,84.8,85.1,85.6,83,28.4,0,0,16.2,30.4,30.5,1.2,21.3,191,0,29.9,0,22.7,17,0.6,,
,2016/8/1,14:11:26,132,84.6,84,84.7,85.1,85.6,82.9,28.4,0,0,16.2,30.6,30.6,1.2,21.3,190,0,30,0,22.7,17,0.6,,
,2016/8/1,14:11:46,133,84.7,84.1,84.8,85.1,85.7,82.9,28.4,0,0,16.1,30.7,30.8,1,21.3,190,0,30.1,0,22.8,17,0.7,,
,2016/8/1,14:12:06,132,84.6,84,84.7,85,85.6,82.9,28.4,0,0,16.2,30.8,30.6,1.2,21.3,190,0,29.9,0,22.7,17,0.7,,
,2016/8/1,14:12:26,133,84.6,84.1,84.8,85.1,85.7,82.9,28.5,0,0,16.2,30.6,30.7,1,21.3,190,0,30,0,22.7,17,0.7,,
,2016/8/1,14:12:46,133,84.6,84.1,84.8,85.1,85.7,83,28.5,0,0,16.3,30.8,31,1.1,21.3,191,0,30.4,0,22.8,17,0.6,,
,2016/8/1,14:13:06,133,84.6,84,84.7,85.1,85.7,83,28.5,0,0,16.1,30.8,30.7,1.2,21.3,191,0,30.1,0,22.7,17,0.6,,
,2016/8/1,14:13:26,133,84.6,84,84.8,85,85.6,83,28.4,0,0,16.2,30.6,30.6,1.2,21.3,190,0,29.9,0,22.7,17,0.7,,
,2016/8/1,14:13:46,133,84.6,84,84.7,85.1,85.6,83.1,28.4,0,0,16.2,30.8,30.8,1.2,21.3,190,0,30.2,0,22.7,17,0.6,,
,2016/8/1,14:14:06,134,84.6,84.1,84.8,85.1,85.6,83.2,28.5,0,0,16.2,30.9,30.9,1,21.3,191,0,30.1,0,22.8,17,0.8,,
,2016/8/1,14:14:26,134,84.6,84,84.7,84.9,85.4,83.1,28.4,0,0,16.2,30.4,30.4,1.2,21.3,189,0,29.8,0,22.8,17,0.6,,
,2016/8/1,14:14:46,134,84.6,84,84.8,85.1,85.6,83.2,28.5,0,0,16.1,30.9,30.9,1,21.3,189,0,30.3,0,22.8,17,0.6,,
,2016/8/1,14:15:06,133,84.6,84,84.8,85.1,85.6,83.1,28.4,0,0,16.2,30.8,30.9,1.2,21.3,189,0,30.1,0,22.8,17,0.8,,
,2016/8/1,14:15:26,134,84.6,84,84.8,85,85.6,83.1,28.4,0,0,16.2,30.6,30.6,1.2,21.3,190,0,29.9,0,22.8,17,0.8,,
,2016/8/1,14:15:46,134,84.6,84,84.8,85.1,85.6,83.2,28.5,0,0,16.2,30.8,30.7,1.2,21.3,189,0,30,0,22.8,17,0.7,,
,2016/8/1,14:16:06,134,84.6,84,84.7,85.1,85.6,83.2,28.5,0,0,16.2,30.7,30.8,1.1,21.3,190,0,30,0,22.8,17,0.7,,
,2016/8/1,14:16:26,134,84.6,84,84.8,85,85.5,83.1,28.4,0,0,16.1,30.7,30.9,1.2,21.3,190,0,30.1,0,22.7,17,0.8,,
,2016/8/1,14:16:46,134,84.6,84,84.8,85.1,85.6,83.2,28.5,0,0,16.2,30.8,30.9,1.1,21.3,189,0,30.2,0,22.7,17,0.7,,
,2016/8/1,14:17:06,134,84.6,84,84.7,85,85.6,83.2,28.5,0,0,16,30.5,30.5,1.1,21.3,189,0,29.9,0,22.8,17,0.6,,
,2016/8/1,14:17:26,134,84.5,84,84.7,85,85.6,83.1,28.4,0,0,16.1,30.7,30.9,1.1,21.3,189,0,30.2,0,22.8,17,0.7,,
,2016/8/1,14:17:46,134,84.6,84,84.8,85,85.6,83.1,28.4,0,0,16.2,30.9,30.9,1,21.3,189,0,30.2,0,22.8,17,0.7,,
,2016/8/1,14:18:06,134,84.6,84,84.8,85.1,85.5,83.1,28.4,0,0,16.2,30.5,30.7,1.2,21.3,190,0,29.9,0,22.8,17,0.8,,
,2016/8/1,14:18:26,134,84.6,84,84.8,85.1,85.6,83.2,28.5,0,0,16.2,30.8,30.9,1.2,21.3,189,0,30.2,0,22.8,17,0.6,,
,2016/8/1,14:18:46,134,84.6,84,84.8,85.1,85.6,83.2,28.4,0,0,16.2,30.7,30.8,1.1,21.3,190,0,30.1,0,22.8,17,0.7,,
,2016/8/1,14:19:06,135,84.6,84,84.8,85.1,85.6,83.1,28.5,0,0,16.3,30.6,30.6,1.2,21.3,189,0,30,0,22.8,17,0.6,,
,2016/8/1,14:19:26,135,84.5,84,84.7,85.1,85.6,83.1,28.5,0,0,16.3,30.9,30.9,1.1,21.3,190,0,30.2,0,22.8,17,0.7,,
,2016/8/1,14:19:46,135,84.6,84.1,84.8,84.9,85.5,83,28.3,0,0,16.2,30.8,30.7,1.2,21.3,189,0,30.1,0,22.8,17,0.6,,
,2016/8/1,14:20:06,135,84.6,84.1,84.8,85,85.6,83.1,28.4,0,0,16.2,30.6,30.7,1.1,21.3,189,0,29.9,0,22.8,17,0.8,,
,2016/8/1,14:20:26,135,84.6,84,84.7,85,85.5,83,28.4,0,0,16.3,30.8,30.8,1.1,21.3,189,0,30.1,0,22.8,17,0.6,,
,2016/8/1,14:20:46,135,84.6,84,84.7,84.9,85.5,83,28.3,0,0,16.1,30.9,30.8,1,21.3,189,0,30,0,22.7,17,0.8,,
,2016/8/1,14:21:06,135,84.6,84,84.8,84.9,85.6,83.1,28.4,0,0,16.1,30.5,30.6,1.2,21.3,188,0,29.9,0,22.8,17,0.7,,
,2016/8/1,14:21:26,135,84.6,84,84.7,85,85.5,83,28.4,0,0,16.1,30.7,30.8,1.2,21.3,189,0,30,0,22.8,17,0.7,,
,2016/8/1,14:21:46,135,84.6,84,84.7,85,85.6,83,28.4,0,0,16.1,30.8,30.8,1,21.3,189,0,30.1,0,22.8,17,0.7,,
,2016/8/1,14:22:06,135,84.6,84,84.8,85,85.6,83,28.4,0,0,16.1,30.7,30.7,1.1,21.3,189,0,30.1,0,22.8,17,0.6,,
,2016/8/1,14:22:26,136,84.6,84,84.8,84.9,85.5,82.8,28.3,0,0,16.2,30.7,30.8,1.3,21.3,190,0,30,0,22.8,17,0.8,,
,2016/8/1,14:22:46,135,84.5,84,84.7,84.9,85.4,82.8,28.3,0,0,16.2,30.9,30.9,1.2,21.3,188,0,30.2,0,22.8,17,0.7,,
,2016/8/1,14:23:06,136,84.6,84.1,84.8,85,85.5,82.8,28.3,0,0,16.3,30.6,30.7,1.1,21.3,189,0,30,0,22.8,17,0.7,,
,2016/8/1,14:23:26,135,84.5,84,84.7,84.9,85.5,82.8,28.3,0,0,16.2,30.6,30.8,1,21.3,188,0,30,0,22.8,17,0.8,,
,2016/8/1,14:23:46,135,84.5,84,84.7,85.1,85.6,82.9,28.4,0,0,16.1,30.8,30.7,1.1,21.3,189,0,30.1,0,22.8,17,0.6,,
,2016/8/1,14:24:06,136,84.6,84.1,84.8,85,85.6,82.8,28.3,0,0,16.2,30.6,30.8,1.2,21.3,189,0,30,0,22.8,17,0.8,,
,2016/8/1,14:24:26,136,84.6,84,84.7,85,85.6,82.8,28.3,0,0,16.2,30.7,30.8,1.1,21.3,189,0,30.1,0,22.8,17,0.7,,
,2016/8/1,14:24:46,136,84.6,84,84.7,85,85.7,82.9,28.4,0,0,16.2,30.4,30.5,1.1,21.3,189,0,29.9,0,22.7,17,0.6,,
,2016/8/1,14:25:06,136,84.6,84,84.7,85,85.6,82.9,28.3,0,0,16.2,30.8,30.9,1.1,21.3,188,0,30.2,0,22.7,17,0.7,,
,2016/8/1,14:25:26,136,84.6,84,84.8,85,85.7,83,28.4,0,0,16.2,30.7,30.6,1.2,21.3,188,0,29.9,0,22.7,17,0.7,,
,2016/8/1,14:25:46,136,84.6,84,84.7,85,85.5,83,28.3,0,0,16.2,30.5,30.7,1.2,21.3,189,0,29.9,0,22.7,17,0.8,,
,2016/8/1,14:26:06,137,84.6,84.1,84.8,85.1,85.6,83,28.4,0,0,16.2,30.9,30.8,1.2,21.3,188,0,30.2,0,22.8,17,0.7,,
,2016/8/1,14:26:26,136,84.6,84,84.7,85.1,85.6,83,28.3,0,0,16.2,30.4,30.6,1.2,21.3,189,0,29.9,0,22.8,17,0.7,,
,2016/8/1,14:26:46,136,84.6,84.1,84.8,85.1,85.6,83,28.4,0,0,16.2,30.5,30.7,1.1,21.3,188,0,29.9,0,22.8,17,0.7,,
,2016/8/1,14:27:06,136,84.6,84,84.7,84.9,85.5,82.9,28.3,0,0,16.2,30.7,30.8,1.2,21.3,188,0,30.1,0,22.8,17,0.8,,
,2016/8/1,14:27:26,136,84.5,84,84.7,85,85.6,83,28.4,0,0,16.2,30.3,30.4,1,21.3,188,0,29.9,0,22.8,17,0.6,,
,2016/8/1,14:27:46,136,84.6,84,84.7,85.1,85.6,83,28.4,0,0,16.1,30.8,30.8,1.2,21.3,187,0,30.2,0,22.8,17,0.6,,
,2016/8/1,14:28:06,137,84.6,84,84.8,85,85.6,83,28.4,0,0,16.2,30.8,30.8,1.1,21.3,189,0,30,0,22.8,17,0.8,,
,2016/8/1,14:28:26,137,84.6,84.1,84.8,85,85.6,83,28.3,0,0,16.2,30.7,30.7,1.1,21.3,188,0,30,0,22.8,17,0.7,,
,2016/8/1,14:28:46,136,84.6,84,84.7,85.1,85.7,83,28.4,0,0,16.2,30.7,30.8,1,21.3,188,0,30.1,0,22.8,17,0.7,,
,2016/8/1,14:29:06,137,84.6,84,84.8,84.9,85.5,82.8,28.3,0,0,16.1,30.9,30.9,1.2,21.3,188,0,30.2,0,22.8,17,0.7,,
,2016/8/1,14:29:26,137,84.6,84,84.8,85,85.6,82.9,28.3,0,0,16.2,30.8,30.9,1.2,21.3,188,0,30.2,0,22.8,17,0.7,,
,2016/8/1,14:29:46,137,84.6,84,84.7,85.1,85.6,83,28.4,0,0,16.3,30.8,30.8,1.3,21.3,188,0,30,0,22.8,17,0.7,,
,2016/8/1,14:30:06,137,84.6,84,84.7,84.9,85.6,82.9,28.3,0,0,16.2,30.6,30.8,1.1,21.3,187,0,30.2,0,22.8,17,0.5,,
,2016/8/1,14:30:26,136,84.6,84,84.7,85.1,85.7,83,28.4,0,0,16.1,30.7,30.8,1.1,21.3,189,0,30.1,0,22.8,17,0.7,,
,2016/8/1,14:30:46,137,84.6,84,84.8,85,85.6,83,28.4,0,0,16.2,30.8,30.7,1.1,21.3,188,0,30.1,0,22.8,17,0.6,,
,2016/8/1,14:31:06,137,84.6,84,84.8,85.1,85.6,83,28.4,0,0,16,30.5,30.6,1.2,21.3,187,0,30,0,22.8,17,0.6,,
,2016/8/1,14:31:26,137,84.6,84,84.7,85,85.6,83,28.4,0,0,16.1,30.9,31.1,1.2,21.3,189,0,30.4,0,22.8,17,0.7,,
,2016/8/1,14:31:46,137,84.6,84,84.7,85,85.6,83,28.3,0,0,16.3,31.2,31.2,1.1,21.3,187,0,30.5,0,22.8,17,0.6,,
,2016/8/1,14:32:06,137,84.6,84,84.7,85,85.6,83,28.4,0,0,16.2,30.6,30.8,1.2,21.3,187,0,30.1,0,22.8,17,0.7,,
,2016/8/1,14:32:26,138,84.6,84.1,84.8,85.1,85.6,83.1,28.4,0,0,16.1,30.9,30.9,1.1,21.3,187,0,30.3,0,22.7,17,0.6,,
,2016/8/1,14:32:46,138,84.6,84.1,84.8,85,85.5,83.1,28.4,0,0,16.1,30.9,30.9,1.1,21.3,187,0,30.2,0,22.8,17,0.8,,
,2016/8/1,14:33:06,137,84.6,84,84.7,85,85.7,83.2,28.4,0,0,16.2,30.6,30.8,1.2,21.3,188,0,30,0,22.8,17,0.8,,
,2016/8/1,14:33:26,138,84.6,84.1,84.8,85,85.5,83.2,28.4,0,0,16.1,30.9,31,1.3,21.3,188,0,30.3,0,22.8,17,0.7,,
,2016/8/1,14:33:46,137,84.6,84,84.7,85,85.6,83.2,28.4,0,0,16.1,30.8,31,1.2,21.3,187,0,30.3,0,22.8,17,0.7,,
,2016/8/1,14:34:06,137,84.6,84,84.7,85,85.7,83.3,28.5,0,0,16,30.7,30.8,1.1,21.3,188,0,30.1,0,22.8,17,0.8,,
,2016/8/1,14:34:26,138,84.6,84.1,84.8,85,85.6,83.3,28.3,0,0,16.1,31.1,31.1,1.2,21.3,187,0,30.4,0,22.8,17,0.7,,
,2016/8/1,14:34:46,138,84.6,84.1,84.8,84.9,85.6,83.3,28.4,0,0,16.2,30.6,30.8,1.1,21.3,187,0,30,0,22.7,17,0.9,,
,2016/8/1,14:35:06,138,84.6,84.1,84.8,85,85.7,83.2,28.5,0,0,16.1,30.7,30.8,1.2,21.3,186,0,30,0,22.8,17,0.8,,
,2016/8/1,14:35:26,138,84.6,84.1,84.8,85.1,85.7,83.2,28.5,0,0,16.1,30.8,30.9,1.1,21.3,187,0,30.1,0,22.8,17,0.8,,
,2016/8/1,14:35:46,137,84.6,84,84.7,85,85.7,83.2,28.5,0,0,15.4,30.5,30.5,1.1,21.3,187,0,29.8,0,22.8,17,0.8,,
,2016/8/1,14:36:06,137,84.6,84,84.7,84.9,85.7,83.2,28.4,0,0,15.6,30.8,30.6,1,21.3,187,0,30.1,0,22.8,17,0.6,,
,2016/8/1,14:36:26,137,84.6,84,84.6,85,85.6,83.2,28.5,0,0,15.7,30.6,30.5,1.1,21.3,187,0,30,0,22.8,17,0.6,,
,2016/8/1,14:36:46,137,84.6,84,84.7,85,85.7,83.2,28.5,0,0,15.7,30.6,30.7,1.2,21.3,187,0,30.1,0,22.8,17,0.7,,
,2016/8/1,14:37:06,137,84.6,84,84.7,85,85.6,83.2,28.4,0,0,15.7,30.7,30.8,1.1,21.3,187,0,30.1,0,22.8,17,0.7,,
,2016/8/1,14:37:26,137,84.6,84.1,84.8,85.1,85.7,83.2,28.5,0,0,15.7,30.6,30.8,1.1,21.3,188,0,30,0,22.8,17,0.8,,
,2016/8/1,14:37:46,137,84.6,84,84.7,85,85.6,83.1,28.4,0,0,15.7,30.6,30.8,1.1,21.3,188,0,30,0,22.8,17,0.7,,
,2016/8/1,14:38:06,137,84.6,84,84.7,85,85.6,83.1,28.4,0,0,15.8,30.6,30.7,1.3,21.3,188,0,30,0,22.8,17,0.7,,
,2016/8/1,14:38:26,137,84.6,84,84.7,85,85.6,83.2,28.5,0,0,15.9,30.7,30.6,1.1,21.3,187,0,30,0,22.8,17,0.7,,
,2016/8/1,14:38:46,137,84.7,84.1,84.7,85,85.7,83.2,28.4,0,0,15.9,30.8,30.7,1.2,21.3,187,0,30.1,0,22.8,17,0.6,,
,2016/8/1,14:39:06,137,84.7,84.1,84.7,85,85.6,83.2,28.4,0,0,15.8,30.6,30.8,1.2,21.3,187,0,30.1,0,22.8,17,0.7,,
,2016/8/1,14:39:26,137,84.6,84,84.7,84.9,85.5,83.1,28.4,0,0,16,30.7,30.8,1.2,21.3,187,0,30.1,0,22.8,17,0.7,,
,2016/8/1,14:39:46,138,84.7,84,84.7,85,85.6,83.2,28.4,0,0,15.9,30.6,30.8,1.1,21.3,186,0,30,0,22.8,17,0.6,,
,2016/8/1,14:40:06,137,84.6,84,84.7,85,85.6,83.2,28.5,0,0,15.9,30.7,30.8,1.2,21.3,187,0,30.1,0,22.8,17,0.7,,
,2016/8/1,14:40:26,137,84.6,84,84.7,85,85.6,83.2,28.4,0,0,15.8,30.4,30.5,1.1,21.3,187,0,29.8,0,22.8,17,0.6,,
,2016/8/1,14:40:46,138,84.6,84,84.8,85,85.6,83.1,28.4,0,0,15.9,30.7,30.8,1.2,21.3,186,0,30.1,0,22.8,17,0.7,,
,2016/8/1,14:41:06,137,84.6,84,84.7,85,85.6,83.1,28.4,0,0,15.9,30.7,30.6,1.1,21.3,186,0,30,0,22.8,17,0.5,,
,2016/8/1,14:41:26,138,84.6,84,84.8,85,85.6,83.1,28.5,0,0,16,30.8,30.7,1.1,21.3,187,0,30.1,0,22.8,17,0.6,,
,2016/8/1,14:41:46,138,84.6,84,84.7,85,85.6,83.1,28.4,0,0,16,30.9,30.9,1.2,21.3,186,0,30.1,0,22.8,17,0.8,,
,2016/8/1,14:42:06,139,84.6,84.1,84.8,84.9,85.6,83,28.3,0,0,16,30.6,30.7,1.1,21.3,186,0,30.1,0,22.8,17,0.6,,
,2016/8/1,14:42:26,138,84.6,84,84.7,85,85.6,83,28.5,0,0,16,30.5,30.6,1,21.3,187,0,29.9,0,22.8,17,0.7,,
,2016/8/1,14:42:46,139,84.6,84,84.7,85,85.7,83,28.4,0,0,15.9,31,31,1.1,21.3,186,0,30.3,0,22.8,17,0.7,,
,2016/8/1,14:43:06,139,84.6,84,84.8,85,85.6,83,28.5,0,0,16,30.8,30.9,1.2,21.3,186,0,30.1,0,22.8,17,0.8,,
,2016/8/1,14:43:26,140,84.6,84,84.8,85,85.7,83,28.4,0,0,16,30.8,30.8,1.2,21.3,186,0,30.1,0,22.8,17,0.7,,
,2016/8/1,14:43:46,139,84.6,83.9,84.7,84.9,85.5,82.8,28.3,0,0,16,30.9,30.9,1.2,21.3,187,0,30.2,0,22.8,17,0.7,,
,2016/8/1,14:44:06,140,84.6,84,84.8,85,85.6,82.9,28.4,0,0,15.9,30.6,30.8,1.2,21.3,186,0,30.1,0,22.8,17,0.8,,
,2016/8/1,14:44:26,140,84.6,84,84.7,85,85.6,82.7,28.4,0,0,16,30.7,30.7,1.2,21.3,186,0,30,0,22.7,17,0.6,,
,2016/8/1,14:44:46,140,84.6,84,84.7,85,85.6,82.7,28.4,0,0,15.9,30.7,30.7,1.2,21.3,186,0,30.1,0,22.7,17,0.6,,
,2016/8/1,14:45:06,140,84.6,84,84.8,85,85.6,82.7,28.4,0,0,16,30.6,30.8,1.2,21.3,186,0,30,0,22.8,17,0.7,,
,2016/8/1,14:45:26,140,84.6,84,84.8,85,85.7,82.9,28.4,0,0,16.1,30.6,30.7,1.2,21.3,186,0,30,0,22.8,17,0.7,,
,2016/8/1,14:45:46,140,84.6,84,84.8,85,85.6,83,28.4,0,0,16,30.8,30.7,1.2,21.3,186,0,30.2,0,22.8,17,0.6,,
,2016/8/1,14:46:06,140,84.6,84,84.8,85,85.6,82.9,28.3,0,0,16.2,30.7,30.7,1.1,21.3,186,0,30,0,22.8,17,0.8,,
,2016/8/1,14:46:26,141,84.6,84,84.8,84.9,85.7,82.9,28.4,0,0,16.1,30.8,30.8,1.1,21.3,186,0,30,0,22.8,17,0.8,,
